external_evidence_span_id,canonical_payload_id,extraction_result_id,retained_source_ids,field_record_ids,field_family,evidence_type,exact_excerpt,normalized_search_text,source_page,source_section,source_heading_path,source_table_id,source_row_start,source_row_end,source_column_start,source_column_end,source_character_start,source_character_end,preceding_context,following_context,municipality,state,period,side_hint,department_hint,implementation_status_hint,source_quality,rule_id,rule_version,dictionary_version,parser_version,extraction_timestamp,extraction_confidence,extraction_confidence_basis,ambiguity_flags,root_event_ids,mechanism_event_ids,claim_ids,claim_linkage_status,expected_claim_upgrade_tags,search_wave_provenance,extraction_modality,administrative_source_type,source_family,extraction_artifact_pointer,lineage_basis
EXTSPAN-21a897da11e89b0391dacfe5,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-2acb80de2be7d3bc9ae0ea3d,payroll_and_earnings,explicit_stipend,The Union seeks a special “stipend” of 20% above present wages for the Recreation ,the union seeks a special “stipend” of 20% above present wages for the recreation,17,,,,,,,,31277,31359,"r   $ 62,299  $ 69,102 
Court Clerk      62,694     69,540 
Assistant Court Clerk     55,000     61,006 
 
Rationale:  “Stipend”:  Differential Between Grade
 
","
Supervisor and Court Clerk.  It cites the grade differential contained in the PBA 
agreement.  However, in presentation, what is being requested is a 20% pay i",Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,,direct_official_administrative_record,FIELD-PAYROLL_AND_EARNINGS-STIPEND,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,exact_labeled_text,exact_labeled_text,,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-548f63c775b308bc3b9214bb,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-8b91b54ed1b76802c9f5ab03,implementation_confirmation,explicit_paid,"Village court clerk was paid at 98.2% of the average, but ranked eight of nine.  This is a ","village court clerk was paid at 98.2% of the average, but ranked eight of nine. this is a",18,,,,,,,,32410,32501,"t Clerk position, using nine* comparables in Exhibit U-29, the December 
2008 average salary was $61,033.  With the Sleepy Hollow salary rate of $59,967, the  
","
competitive salary rate and would not seem to warrant any special differential or stipend. 
 
Looking at the four available Recreation Supervisor comparables i",Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,paid,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-PAID,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,exact_labeled_text,exact_labeled_text,,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-daca03928ca0920b85896a76,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-b56b99023e8ad6a2272c0b2a,implementation_confirmation,explicit_implementation_status,"Village court clerk was paid at 98.2% of the average, but ranked eight of nine.  This is a ","village court clerk was paid at 98.2% of the average, but ranked eight of nine. this is a",18,,,,,,,,32410,32501,,,Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,paid,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-IMPLEMENTATION_STATUS,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,weak_pattern_requires_review,weak_pattern_requires_review,implementation_lifecycle_context_requires_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-0a8375c8509f8e0512bd2c12,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,,qualitative_administrative,market_competitiveness,competitive salary rate and would not seem to warrant any special differential or stipend. ,competitive salary rate and would not seem to warrant any special differential or stipend.,18,,,,,,,,32502,32593," was $61,033.  With the Sleepy Hollow salary rate of $59,967, the  
Village court clerk was paid at 98.2% of the average, but ranked eight of nine.  This is a 
","
 
Looking at the four available Recreation Supervisor comparables in Exhibit U-30, the 
December 2008 average salary was $64,815.  With the Sleepy Hollow salar",Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,,direct_official_administrative_record,SPAN-QUAL-MARKET_COMPETITIVENESS,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,ambiguous_narrative_manual_review,ambiguous_narrative_manual_review,qualitative_narrative_requires_manual_or_future_model_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-4207447e4889311a7c3cb30e,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-5ba9d99b75c8d90bc2d09065,implementation_confirmation,explicit_paid,"$60,485, the Village Recreation Supervisor was paid at 93.3% of the average and ranked ","$60,485, the village recreation supervisor was paid at 93.3% of the average and ranked",18,,,,,,,,32764,32851,"at the four available Recreation Supervisor comparables in Exhibit U-30, the 
December 2008 average salary was $64,815.  With the Sleepy Hollow salary rate of 
","
four of five.  This is on the low end of competitive, but not so low as to warrant any 
differential or stipend.  In fact, if a 20% differential had been effec",Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,paid,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-PAID,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,exact_labeled_text,exact_labeled_text,,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-094926027c9f8a58b7480a1b,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-e7a7edec0f3cb163a7420f3d,implementation_confirmation,explicit_implementation_status,"$60,485, the Village Recreation Supervisor was paid at 93.3% of the average and ranked ","$60,485, the village recreation supervisor was paid at 93.3% of the average and ranked",18,,,,,,,,32764,32851,,,Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,paid,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-IMPLEMENTATION_STATUS,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,weak_pattern_requires_review,weak_pattern_requires_review,implementation_lifecycle_context_requires_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-6803eed191ef208692349584,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-66f16bec8d5e3507afe8aac9,payroll_and_earnings,explicit_stipend,"differential or stipend.  In fact, if a 20% differential had been effective in December ","differential or stipend. in fact, if a 20% differential had been effective in december",18,,,,,,,,32940,33028,"lage Recreation Supervisor was paid at 93.3% of the average and ranked 
four of five.  This is on the low end of competitive, but not so low as to warrant any 
","
2008, the Recreation Supervisor would have received over $72,500 and been at 112% of 
the average.  The issue of the position being a Recreation Superintendent",Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,,direct_official_administrative_record,FIELD-PAYROLL_AND_EARNINGS-STIPEND,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,exact_labeled_text,exact_labeled_text,,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-f695cbe123af3b6d34cce2d7,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-87cc96af36b1623e5ad39073,implementation_confirmation,explicit_implementation_status,recommended. ,recommended.,18,,,,,,,,33474,33487,,,Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,recommended,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-IMPLEMENTATION_STATUS,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,weak_pattern_requires_review,weak_pattern_requires_review,implementation_lifecycle_context_requires_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-7b3973fdd9352e0ba3c81d88,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-3c5ce66cb181191ca64a0d50,implementation_confirmation,explicit_recommended,recommended. ,recommended.,18,,,,,,,,33474,33487,,,Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,recommended,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-RECOMMENDED,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,weak_pattern_requires_review,weak_pattern_requires_review,implementation_lifecycle_context_requires_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-fdf3f84a1df7b3e6348bcbb7,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-cee71217d0a91ffa250e3110,payroll_and_earnings,explicit_classification,classification study is recommended to take place within 90 days after ratification of a ,classification study is recommended to take place within 90 days after ratification of a,19,,,,,,,,33990,34079,"eads the function in the Village (See Exhibit U-16).  There may well be 
valid reasons for this, including additional staff or broader responsibilities. A job 
","
new contract to clarify this matter and provide an equitable determination.  
 
 
 
 18

=== PAGE 19 ===
SUMMARY OF RECOMMENDATIONS 
(Underlining indicates Rec",Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,recommended,direct_official_administrative_record,FIELD-PAYROLL_AND_EARNINGS-CLASSIFICATION,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,exact_labeled_text,exact_labeled_text,,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-5d8235f119b48cedbd680ec9,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-aca2f6de8dbf6c87dfa97976,implementation_confirmation,explicit_recommended,classification study is recommended to take place within 90 days after ratification of a ,classification study is recommended to take place within 90 days after ratification of a,19,,,,,,,,33990,34079,"eads the function in the Village (See Exhibit U-16).  There may well be 
valid reasons for this, including additional staff or broader responsibilities. A job 
","
new contract to clarify this matter and provide an equitable determination.  
 
 
 
 18

=== PAGE 19 ===
SUMMARY OF RECOMMENDATIONS 
(Underlining indicates Rec",Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,recommended,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-RECOMMENDED,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,exact_labeled_text,exact_labeled_text,,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-61097ae4d385471b4e4e60c1,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,,qualitative_administrative,classification_pressure,classification study is recommended to take place within 90 days after ratification of a ,classification study is recommended to take place within 90 days after ratification of a,19,,,,,,,,33990,34079,"eads the function in the Village (See Exhibit U-16).  There may well be 
valid reasons for this, including additional staff or broader responsibilities. A job 
","
new contract to clarify this matter and provide an equitable determination.  
 
 
 
 18

=== PAGE 19 ===
SUMMARY OF RECOMMENDATIONS 
(Underlining indicates Rec",Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,,direct_official_administrative_record,SPAN-QUAL-CLASSIFICATION_PRESSURE,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,ambiguous_narrative_manual_review,ambiguous_narrative_manual_review,qualitative_narrative_requires_manual_or_future_model_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-c23b7d8f3026052ff31e7729,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-e6288a377b9741a96f250a78,implementation_confirmation,explicit_implementation_status,classification study is recommended to take place within 90 days after ratification of a ,classification study is recommended to take place within 90 days after ratification of a,19,,,,,,,,33990,34079,,,Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,recommended,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-IMPLEMENTATION_STATUS,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,weak_pattern_requires_review,weak_pattern_requires_review,implementation_lifecycle_context_requires_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-6b1d2b8c31b40fa9b2c0afbd,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-77a85af00519ea15d55d222a,implementation_confirmation,explicit_implementation_status,(Underlining indicates Recommended Changes) ,(underlining indicates recommended changes),19,,,,,,,,34213,34257,,,Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,recommended,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-IMPLEMENTATION_STATUS,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,weak_pattern_requires_review,weak_pattern_requires_review,implementation_lifecycle_context_requires_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-e811c909af251c9d632aef09,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-600469f76e7891bdfea5fea6,implementation_confirmation,explicit_recommended,(Underlining indicates Recommended Changes) ,(underlining indicates recommended changes),19,,,,,,,,34213,34257,,,Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,recommended,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-RECOMMENDED,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,weak_pattern_requires_review,weak_pattern_requires_review,implementation_lifecycle_context_requires_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-22d496ceb0258fb6caa9ae92,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-86bc1e9e50b80a8209deeb3c,tenure_and_progression,explicit_years_of_service,agreement.  This would be the following amounts at the noted years of service:  (5) $350; ,agreement. this would be the following amounts at the noted years of service: (5) $350;,19,,,,,,,,34827,34917,"0 hours, the same as the other two bargaining units, effective June 1, 2010. 
 
Longevity:
   The MEU longevity proposal be accepted and incorporated into the 
","
(10) $500; (15) $700; (20) $1,000, to be effective June 1, 2009. 
 
Holidays:  No change is recommended.  
  
Vacation After 26 Weeks:
   MEU members should be",Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,,direct_official_administrative_record,FIELD-TENURE_AND_PROGRESSION-YEARS_OF_SERVICE,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,exact_labeled_text,exact_labeled_text,,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-5599f87000ec38c6d0824e2e,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-4c91842dda3325f5837cbef5,implementation_confirmation,explicit_implementation_status,Holidays:  No change is recommended.  ,holidays: no change is recommended.,19,,,,,,,,34986,35024,,,Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,recommended,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-IMPLEMENTATION_STATUS,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,weak_pattern_requires_review,weak_pattern_requires_review,implementation_lifecycle_context_requires_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
